Date,20240904,
MC#,1,
STRIP ID,AVC520800AP790J4529,
Chase No,1,
Left/Right,L,
LOT#,L2436TL5V; ; 2>3,
Ref ID,Distance X (mm),Distance Y (mm)
1,-0.029,
10,-0.006,
11,-0.001,
12,-0.001,
2,-0.034,
3,-0.029,
4,-0.029,
5,-0.024,
6,-0.017,
7,-0.009,
8,-0.009,
9,-0.008,
A,-0.039,
B,0.006,
